design_id,material,pinion_teeth,gear_teeth,module_mm,face_width_mm,actual_ratio,ratio_error_percent,actual_output_rpm,speed_error_percent,pinion_pitch_diameter_mm,gear_pitch_diameter_mm,center_distance_mm,input_torque_nm,output_torque_nm,tangential_force_n,radial_force_n,normal_force_n,pinion_bending_stress_mpa,gear_bending_stress_mpa,gear_fos,input_shaft_diameter_mm,input_shaft_fos,output_shaft_diameter_mm,output_shaft_fos,bearing_span_mm,input_bearing,input_bearing_life_hours,output_bearing,output_bearing_life_hours,estimated_rotating_mass_kg
33,AISI 1020 Steel,19,166,2.5,20.0,8.736842105263158,0.15037593984962835,400.6024096385542,0.15060240963855165,47.5,415.0,231.25,13.641852265019601,115.61110798491873,717.9922244747158,261.327798143374,764.0713660965281,43.12947285810814,30.768182683946318,8.115100343365352,15,5.457086621305115,20,2.180239350228174,80.0,6002,14997.98791878052,6204,1564780.100282945,22.30524493493895
34,AISI 4140 Steel,24,210,2.0,20.0,8.75,0.0,400.0,0.0,48.0,420.0,234.0,13.641852265019601,115.78522109935386,710.5131388031042,258.60563357938054,756.112289366356,48.74318354469043,37.76646733538825,13.43777636927346,15,10.26771350234717,17,2.502396657307269,80.0,6002,15476.61156356344,6203,661135.7939707333,22.605825928448166
35,AISI 4140 Steel,22,192,2.0,24.0,8.727272727272727,0.2597402597402671,401.0416666666667,0.2604166666666714,44.0,384.0,214.0,13.641852265019601,115.48448026532955,775.1052423306592,282.11523663205156,824.849770217843,45.67453965049527,34.42693563395409,14.340593359278609,15,8.787310832282346,17,2.496007209528141,96.0,6002,11920.931707814194,6203,507920.19727275346,22.72637135184053
36,AISI 1045 Steel,24,210,2.0,20.0,8.75,0.0,400.0,0.0,48.0,420.0,234.0,13.641852265019601,115.78522109935386,710.5131388031042,258.60563357938054,756.112289366356,48.74318354469043,37.76646733538825,9.232060101027567,15,7.054154314589659,20,2.799436287993116,80.0,6002,15476.61156356344,6204,1617147.9837845878,22.76994873120933
37,AISI 1020 Steel,24,210,2.0,20.0,8.75,0.0,400.0,0.0,48.0,420.0,234.0,13.641852265019601,115.78522109935386,710.5131388031042,258.60563357938054,756.112289366356,48.74318354469043,37.76646733538825,7.180491189688108,15,5.486564466903068,20,2.1773393351057573,80.0,6002,15476.61156356344,6204,1617147.9837845878,22.827268345811135
38,AISI 1045 Steel,22,192,2.0,24.0,8.727272727272727,0.2597402597402671,401.0416666666667,0.2604166666666714,44.0,384.0,214.0,13.641852265019601,115.48448026532955,775.1052423306592,282.11523663205156,824.849770217843,45.67453965049527,34.42693563395409,9.85231604835935,15,6.037083777903901,20,2.792288399619426,96.0,6002,11920.931707814194,6204,1242380.3557964133,22.901443861636515
39,AISI 1020 Steel,22,192,2.0,24.0,8.727272727272727,0.2597402597402671,401.0416666666667,0.2604166666666714,44.0,384.0,214.0,13.641852265019601,115.48448026532955,775.1052423306592,282.11523663205156,824.849770217843,45.67453965049527,34.42693563395409,7.662912482057272,15,4.695509605036368,20,2.171779866370665,96.0,6002,11920.931707814194,6204,1242380.3557964133,22.9590984956789
40,AISI 4140 Steel,20,175,2.5,20.0,8.75,0.0,400.0,0.0,50.0,437.5,243.75,13.641852265019601,115.78522109935386,682.09261325098,248.26140823620534,725.8677977917017,40.06417698977857,29.174192183532078,16.348769629464943,15,10.480149329768846,17,2.5038052251096192,80.0,6002,17492.91490745651,6203,747269.0090272505,24.48037754748106
41,AISI 4140 Steel,25,219,2.0,20.0,8.76,0.11428571428571184,399.5433789954338,0.114155251141554,50.0,438.0,244.0,13.641852265019601,115.91754706632454,682.09261325098,248.26140823620534,725.8677977917017,46.18720295578142,36.21256576953547,14.181417320877433,15,10.480149329768846,17,2.5009847713145765,80.0,6002,17492.91490745651,6203,748123.030751853,24.53435541070733
42,AISI 1045 Steel,20,175,2.5,20.0,8.75,0.0,400.0,0.0,50.0,437.5,243.75,13.641852265019601,115.78522109935386,682.09261325098,248.26140823620534,725.8677977917017,40.06417698977857,29.174192183532078,11.231979134746908,15,7.200102592970963,20,2.801012055691048,80.0,6002,17492.91490745651,6204,1827831.1086974961,24.64450035024222
